sku,market,asin,before,after,status,issues
KUWAIT-20GB-30D,UK,B0FR9KBF4P,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
KUWAIT-3GB-15D,UK,B0FR9LZJ3X,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
KUWAIT-5GB-30D,UK,B0FR9M2TXP,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
KW_20_30,UK,B0FR9KBF4P,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
KW_3_15,UK,B0FR9LZJ3X,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
KW_5_30,UK,B0FR9M2TXP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
KYRGYZSTAN-20GB-30D,UK,B0FR8XXBHM,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
KYRGYZSTAN-3GB-15D,UK,B0FR9TVF4R,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
KZ_20_30,UK,B0FR9TLNNW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
KZ_3_15,UK,B0FR9T4DG2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
KZ_5_30,UK,B0FR9ZMMSH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LAOS-20GB-30D,UK,B0H6MBWGX1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LAOS-3GB-15D,UK,B0H6M96WPB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LAOS-5GB-30D,UK,B0H6MBJN5B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LATVIA-20GB-30D,UK,B0FR9SWN6V,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LATVIA-3GB-15D,UK,B0FR9VM4K6,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LATVIA-5GB-30D,UK,B0FR9TR99S,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LIBERIA-3GB-15D,UK,B0FR9H18JQ,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LIBERIA-5GB-30D,UK,B0FR9SJ1YH,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LIBYA-20GB-30D,UK,B0H6MFWD2Y,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LIBYA-3GB-15D,UK,B0H6MBYGXZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LIBYA-5GB-30D,UK,B0H6M5PVSB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LIECHTENSTEIN-3GB-15D,UK,B0FR9S35ZH,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LITHUANIA-20GB-30D,UK,B0FR9TQN8N,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LITHUANIA-3GB-15D,UK,B0FR9KS3P4,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LITHUANIA-5GB-30D,UK,B0FR9R598C,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LI_3_15,UK,B0FR9S35ZH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LK_20_30,UK,B0FRC2DZN5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LK_3_15,UK,B0FRB7Z1NW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LK_5_30,UK,B0FRB64B8M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LR_3_15,UK,B0FR9H18JQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LR_5_30,UK,B0FR9SJ1YH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LT_20_30,UK,B0FR9TQN8N,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LT_3_15,UK,B0FR9KS3P4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LT_5_30,UK,B0FR9R598C,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LUXEMBOURG-20GB-30D,UK,B0FR8XXXZB,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LUXEMBOURG-3GB-15D,UK,B0FR9SHRKM,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LUXEMBOURG-5GB-30D,UK,B0FR9SB862,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
LU_20_30,UK,B0FR8XXXZB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LU_3_15,UK,B0FR9SHRKM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LU_5_30,UK,B0FR9SB862,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LV_20_30,UK,B0FR9SWN6V,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LV_3_15,UK,B0FR9VM4K6,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
LV_5_30,UK,B0FR9TR99S,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MACAO-20GB-30D,UK,B0FR9CDBN2,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MACAO-3GB-15D,UK,B0FR9M485M,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MACAO-5GB-30D,UK,B0FR9L9624,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MADAGASCAR-3GB-15D,UK,B0FR9H2NS1,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALAWI-3GB-15D,UK,B0FR9H3JDK,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALAWI-5GB-30D,UK,B0FR9GXY24,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALAYSIA-20GB-30D,UK,B0FR9VMWYD,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALAYSIA-3GB-15D,UK,B0FR9H1Q65,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MALAYSIA-5GB-30D,UK,B0FR9LDGX8,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALDIVES-20GB-30D,UK,B0H6MM5SCJ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MALDIVES-3GB-15D,UK,B0H6MD6Y71,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MALDIVES-5GB-30D,UK,B0H6MJQZ8Y,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MALI-3GB-15D,UK,B0FR9TRDSY,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALTA-20GB-30D,UK,B0FR9VL1Q9,DEFAULT,AMAZON_EU,CONVERTED,
MALTA-3GB-15D,UK,B0FR9M3PNR,AMAZON_EU,AMAZON_EU,ALREADY_FBA,
MALTA-5GB-30D,UK,B0FR9ZSMTC,DEFAULT,AMAZON_EU,CONVERTED,
MARTINIQUE-20GB-30D,UK,B0H6MH94KV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MARTINIQUE-3GB-15D,UK,B0H6M7SBFQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MARTINIQUE-5GB-30D,UK,B0H6MKCD1X,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MAURITIUS-3GB-15D,UK,B0H2FYRLRC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MAURITIUS-5GB-30D,UK,B0H2G2XMS3,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MAYOTTE-20GB-30D,UK,B0H6M5L8MC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MAYOTTE-3GB-15D,UK,B0H6MFWP88,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MAYOTTE-5GB-30D,UK,B0H6MD9C4Y,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MA_20_30,UK,B0FR9M57DY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MA_3_15,UK,B0FR9CFZQR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MA_5_30,UK,B0FR9CDDQ8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MC_3_15,UK,B0FR9ZS6GM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MC_5_30,UK,B0FR9H1H4M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MD_3_15,UK,B0FR9CFQYY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ME-13_5_30,UK,B0FR9SYKP6,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MEXICO-20GB-30D,UK,B0FR9VDSJX,DEFAULT,AMAZON_EU,CONVERTED,
MEXICO-3GB-15D,UK,B0FR9SZSTG,DEFAULT,AMAZON_EU,CONVERTED,
MEXICO-5GB-30D,UK,B0FR9H2K1C,DEFAULT,AMAZON_EU,CONVERTED,
ME_3_15,UK,B0FR9R5HR7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MG_3_15,UK,B0FR9H2NS1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MIDDLE-EAST-5GB-30D,UK,B0FR9SYKP6,DEFAULT,AMAZON_EU,CONVERTED,
MK_3_15,UK,B0FRB59DJS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MK_5_30,UK,B0FR9WNHHX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ML_3_15,UK,B0FR9TRDSY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MN_3_15,UK,B0FR9LSYTX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MOLDOVA-3GB-15D,UK,B0FR9CFQYY,DEFAULT,AMAZON_EU,CONVERTED,
MONACO-3GB-15D,UK,B0FR9ZS6GM,DEFAULT,AMAZON_EU,CONVERTED,
MONACO-5GB-30D,UK,B0FR9H1H4M,DEFAULT,AMAZON_EU,CONVERTED,
MONGOLIA-3GB-15D,UK,B0FR9LSYTX,DEFAULT,AMAZON_EU,CONVERTED,
MONTENEGRO-3GB-15D,UK,B0FR9R5HR7,DEFAULT,AMAZON_EU,CONVERTED,
MONTSERRAT-20GB-30D,UK,B0H6MG87HK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MONTSERRAT-3GB-15D,UK,B0H6MDJ2ZR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MONTSERRAT-5GB-30D,UK,B0H6MGQ1Y4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MOROCCO-20GB-30D,UK,B0FR9M57DY,DEFAULT,AMAZON_EU,CONVERTED,
MOROCCO-3GB-15D,UK,B0FR9CFZQR,DEFAULT,AMAZON_EU,CONVERTED,
MOROCCO-5GB-30D,UK,B0FR9CDDQ8,DEFAULT,AMAZON_EU,CONVERTED,
MOZAMBIQUE-20GB-30D,UK,B0FR9CFLS7,DEFAULT,AMAZON_EU,CONVERTED,
MOZAMBIQUE-3GB-15D,UK,B0FRB1M6HK,DEFAULT,AMAZON_EU,CONVERTED,
MO_20_30,UK,B0FR9CDBN2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MO_3_15,UK,B0FR9M485M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MO_5_30,UK,B0FR9L9624,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MT_20_30,UK,B0FR9VL1Q9,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MT_3_15,UK,B0FR9M3PNR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MT_5_30,UK,B0FR9ZSMTC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MW_3_15,UK,B0FR9H3JDK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MW_5_30,UK,B0FR9GXY24,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MX_20_30,UK,B0FR9VDSJX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MX_3_15,UK,B0FR9SZSTG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MX_5_30,UK,B0FR9H2K1C,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MY_20_30,UK,B0FR9VMWYD,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MY_3_15,UK,B0FR9H1Q65,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MY_5_30,UK,B0FR9LDGX8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MZ_20_30,UK,B0FR9CFLS7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
MZ_3_15,UK,B0FRB1M6HK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NA-3_5_30,UK,B0FRBDQ8H5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NEPAL-3GB-15D,UK,B0FRB1TD7L,DEFAULT,AMAZON_EU,CONVERTED,
NETHERLANDS-20GB-30D,UK,B0FR9NG7LB,DEFAULT,AMAZON_EU,CONVERTED,
NETHERLANDS-3GB-15D,UK,B0FRB5GNM2,DEFAULT,AMAZON_EU,CONVERTED,
NETHERLANDS-5GB-30D,UK,B0FR9NHP7Q,DEFAULT,AMAZON_EU,CONVERTED,
NEW-ZEALAND-20GB-30D,UK,B0FRB1TWT8,DEFAULT,AMAZON_EU,CONVERTED,
NEW-ZEALAND-3GB-15D,UK,B0FR9NKXF5,DEFAULT,AMAZON_EU,CONVERTED,
NEW-ZEALAND-5GB-30D,UK,B0FR9NHFWQ,DEFAULT,AMAZON_EU,CONVERTED,
NE_3_15,UK,B0FR9NPT1H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NG_3_15,UK,B0FR9X17QY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NICARAGUA-3GB-15D,UK,B0FRB33MPG,DEFAULT,AMAZON_EU,CONVERTED,
NIGER-3GB-15D,UK,B0FR9NPT1H,DEFAULT,AMAZON_EU,CONVERTED,
NIGERIA-3GB-15D,UK,B0FR9X17QY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NI_3_15,UK,B0FRB33MPG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NL_20_30,UK,B0FR9NG7LB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NL_3_15,UK,B0FRB5GNM2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NL_5_30,UK,B0FR9NHP7Q,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORTH-AMERICA-5GB-30D,UK,B0FRBDQ8H5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORTH-MACEDONIA-3GB-15D,UK,B0FRB59DJS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORTH-MACEDONIA-5GB-30D,UK,B0FR9WNHHX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORWAY-20GB-30D,UK,B0FRB572L8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORWAY-3GB-15D,UK,B0FR9WNK2H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NORWAY-5GB-30D,UK,B0FRBNPZ9D,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NO_20_30,UK,B0FRB572L8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NO_3_15,UK,B0FR9WNK2H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NO_5_30,UK,B0FRBNPZ9D,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NP_3_15,UK,B0FRB1TD7L,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NZ_20_30,UK,B0FRB1TWT8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NZ_3_15,UK,B0FR9NKXF5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
NZ_5_30,UK,B0FR9NHFWQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
OMAN-20GB-30D,UK,B0FRB4R3FK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
OMAN-3GB-15D,UK,B0FRB4BL4W,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
OM_20_30,UK,B0FRB4R3FK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
OM_3_15,UK,B0FRB4BL4W,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PAKISTAN-20GB-30D,UK,B0FRB691X8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PAKISTAN-3GB-15D,UK,B0FRB4HL3B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PAKISTAN-5GB-30D,UK,B0FRB48QKZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PANAMA-3GB-15D,UK,B0FRB3VFW6,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PARAGUAY-3GB-15D,UK,B0FRB3V7CS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PA_3_15,UK,B0FRB3VFW6,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PERU-20GB-30D,UK,B0H6M8BLBD,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PERU-3GB-15D,UK,B0H6M5WW3B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PHILIPPINES-20GB-30D,UK,B0FRB4K2D4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PHILIPPINES-3GB-15D,UK,B0FRB1GVXK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PHILIPPINES-5GB-30D,UK,B0FRB4VCKG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PH_20_30,UK,B0FRB4K2D4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PH_3_15,UK,B0FRB1GVXK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PH_5_30,UK,B0FRB4VCKG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PK_20_30,UK,B0FRB691X8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PK_3_15,UK,B0FRB4HL3B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PK_5_30,UK,B0FRB48QKZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PL_20_30,UK,B0FRB5HSK7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PL_3_15,UK,B0FRB4JVKR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PL_5_30,UK,B0FRBDPQ9J,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
POLAND-20GB-30D,UK,B0FRB5HSK7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
POLAND-3GB-15D,UK,B0FRB4JVKR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
POLAND-5GB-30D,UK,B0FRBDPQ9J,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PORTUGAL-20GB-30D,UK,B0FRB354KV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PORTUGAL-3GB-15D,UK,B0FRB4314T,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PORTUGAL-5GB-30D,UK,B0FRB4X799,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PR_3_15,UK,B0FRB5MSF1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
