item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	status
Australia eSIM 5GB 30Days		0325HS4E36Z	AU_5_30	29.3		2026-03-25 09:30:01 CET		y	1			11				B0FR9JRB62						B0FR9JRB62				AMAZON_EU	Active
Bahamas eSIM 20GB 30Days	Bahamas eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTGMUB6	BAHAMAS-20GB-30D	521.99		2026-06-30 14:50:23 CEST		y	4			11				B0H6MCPR9P						8721438408597				AMAZON_EU	Active
Bahamas eSIM 5GB 30Days	Bahamas eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTDJWE7	BAHAMAS-5GB-30D	185.99		2026-06-30 14:47:06 CEST		y	4			11				B0H6MFGH8P						8721438408580				AMAZON_EU	Active
Bangladesh eSIM 20GB 30Days	Bangladesh eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV2VGFQ	BANGLADESH-20GB-30D	100.99		2026-06-30 23:52:34 CEST		y	4			11				B0FR8FJ3HJ						8721438400683				AMAZON_EU	Active
Bangladesh eSIM 5GB 30Days	Bangladesh eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV2XDHE	BANGLADESH-5GB-30D	45.99		2026-06-30 23:50:08 CEST		y	4			11				B0FR9BQFCM						8721438400676				AMAZON_EU	Active
Barbados eSIM 20GB 30Days	Barbados eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTRNTKE	BARBADOS-20GB-30D	366.99		2026-06-30 15:00:39 CEST		y	4			11				B0H6MJ921X						8721438408627				AMAZON_EU	Active
Barbados eSIM 5GB 30Days	Barbados eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTUOXCE	BARBADOS-5GB-30D	135.99		2026-06-30 14:57:43 CEST		y	4			11				B0H6MG6VYJ						8721438408610				AMAZON_EU	Active
Belarus eSIM 5GB 30Days	Belarus eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV05O53	BELARUS-5GB-30D	50.99		2026-06-30 23:58:40 CEST		y	4			11				B0FR8FFT4D						8721438400713				AMAZON_EU	Active
Belgium eSIM 20GB 30Days	Belgium eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV50HCI	BELGIUM-20GB-30D	65.99		2026-07-01 00:10:17 CEST		y	4			11				B0FR9BVRCH						8721438400775				AMAZON_EU	Active
Belgium eSIM 3GB 15Days	Belgium eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV36CYG	BELGIUM-3GB-15D	35.99		2026-07-01 00:02:55 CEST		y	4			11				B0FR9G432K						8721438400737				AMAZON_EU	Active
Belgium eSIM 5GB 30Days	Belgium eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUWRD0I	BELGIUM-5GB-30D	40.99		2026-07-01 00:06:36 CEST		y	4			11				B0FR9SXCW6						8721438400751				AMAZON_EU	Active
Belize eSIM 20GB 30Days	Belize eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTSHD5Z	BELIZE-20GB-30D	627.99		2026-06-30 15:11:07 CEST		y	4			11				B0H6MBSQM8						8721438408658				AMAZON_EU	Active
Belize eSIM 3GB 15Days	Belize eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTQ0H6G	BELIZE-3GB-15D	140.99		2026-06-30 15:04:33 CEST		y	4			11				B0H6MFPNTX						8721438408634				AMAZON_EU	Active
Belize eSIM 5GB 30Days	Belize eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTQ15NK	BELIZE-5GB-30D	230.99		2026-06-30 15:07:50 CEST		y	4			11				B0H6MF1H4V						8721438408641				AMAZON_EU	Active
Benin eSIM 20GB 30Days	Benin eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTWVVOX	BENIN-20GB-30D	331.99		2026-06-30 15:20:48 CEST		y	4			11				B0H6M7VGSZ						8721438408689				AMAZON_EU	Active
Benin eSIM 3GB 15Days	Benin eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTSZZ39	BENIN-3GB-15D	80.99		2026-06-30 15:14:50 CEST		y	4			11				B0H6M9YHDR						8721438408665				AMAZON_EU	Active
Benin eSIM 5GB 30Days	Benin eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTT1WUZ	BENIN-5GB-30D	135.99		2026-06-30 15:17:47 CEST		y	4			11				B0H6MHRNBH						8721438408672				AMAZON_EU	Active
Bermuda eSIM 20GB 30Days	Bermuda eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTT7B98	BERMUDA-20GB-30D	436.99		2026-06-30 15:31:35 CEST		y	4			11				B0H6MCGQ77						8721438408719				AMAZON_EU	Active
Bermuda eSIM 3GB 15Days	Bermuda eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTRESHJ	BERMUDA-3GB-15D	110.99		2026-06-30 15:24:50 CEST		y	4			11				B0H6MDMTGH						8721438408696				AMAZON_EU	Active
Bermuda eSIM 5GB 30Days	Bermuda eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTV33NO	BERMUDA-5GB-30D	145.99		2026-06-30 15:28:08 CEST		y	4			11				B0H6MFM5X4						8721438408702				AMAZON_EU	Active
Belgium eSIM 20GB 30Days		0327H12JQS9	BE_20_30	75.49		2026-03-27 13:30:14 CET		y	1			11				B0FR9BVRCH						B0FR9BVRCH				AMAZON_EU	Active
Belgium eSIM 3GB 15Days		0327H0RYEG1	BE_3_15	23.99		2026-03-27 11:09:11 CET		y	1			11				B0FR9G432K						B0FR9G432K				AMAZON_EU	Active
Belgium eSIM 5GB 30Days		0327H10BU6I	BE_5_30	29.19		2026-03-27 11:48:18 CET		y	1			11				B0FR9SXCW6						B0FR9SXCW6				AMAZON_EU	Active
Bhutan eSIM 20GB 30Days	Bhutan eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTXVWKR	BHUTAN-20GB-30D	250.99		2026-06-30 15:42:33 CEST		y	4			11				B0H6M5WDSH						8721438408740				AMAZON_EU	Active
Bhutan eSIM 5GB 30Days	Bhutan eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTXNDZ0	BHUTAN-5GB-30D	85.99		2026-06-30 15:39:16 CEST		y	4			11				B0H6M9C23Q						8721438408733				AMAZON_EU	Active
Bosnia and Herzegovina eSIM 3GB 15Days	Bosnia and Herzegovina eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV04YKQ	BOSNIA-AND-HERZEGOVINA-3GB-15D	9.99		2026-07-01 00:20:15 CEST		y	4			11				B0FR9G8ZVK						8721438400843				AMAZON_EU	Active
Botswana eSIM 3GB 15Days	Botswana eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5OTW8	BOTSWANA-3GB-15D	100.99		2026-07-01 00:23:46 CEST		y	4			11				B0FR9G7N2Q						8721438400867				AMAZON_EU	Active
Bulgaria eSIM 3GB 15Days	Bulgaria eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTKXY68	BULGARIA-3GB-15D	6.99		2026-06-30 13:13:26 CEST		y	4			11				B0H6MCT4Y5						8721438401031				AMAZON_EU	Active
Burkina Faso eSIM 3GB 15Days	Burkina Faso eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV6K1SD	BURKINA-FASO-3GB-15D	55.99		2026-07-01 00:39:30 CEST		y	4			11				B0FR9HWFSK						8721438401086				AMAZON_EU	Active
Burkina Faso eSIM 5GB 30Days	Burkina Faso eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV5V8CD	BURKINA-FASO-5GB-30D	125.99		2026-07-01 00:42:26 CEST		y	4			11				B0FR9BWKSY						8721438401093				AMAZON_EU	Active
Canada eSIM 20GB 30Days Premium	Canada eSIM 20GB 30Days Premium - high speed internet - mobile data 5G compatible	0630HUYISLN	CANADA-PREMIUM-20GB-30D	125.99		2026-06-30 22:34:45 CEST		y	4			11				B0H6MJ9N4Y						8721438410606				AMAZON_EU	Active
