item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	status
Anguilla eSIM 5GB 30Days	Anguilla eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTDIJFP	ANGUILLA-5GB-30D	32.99		2026-06-30 14:31:14 CEST		y	4			11				B0H6MFJ63H						8721438408528				AMAZON_EU	Active
Antigua and Barbuda eSIM 20GB 30Days	Antigua and Barbuda eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTR8DTY	ANTIGUA-AND-BARBUDA-20GB-30D	99.99		2026-06-30 14:39:05 CEST		y	4			11				B0H6M2MQJB						8721438408566				AMAZON_EU	Active
Antigua and Barbuda eSIM 3GB 15Days	Antigua and Barbuda eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTJDDDC	ANTIGUA-AND-BARBUDA-3GB-15D	26.99		2026-06-30 14:32:41 CEST		y	4			11				B0H6MBBFLQ						8721438408542				AMAZON_EU	Active
Antigua and Barbuda eSIM 5GB 30Days	Antigua and Barbuda eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTP10ND	ANTIGUA-AND-BARBUDA-5GB-30D	35.99		2026-06-30 14:35:58 CEST		y	4			11				B0H6MCR5F9						8721438408559				AMAZON_EU	Active
Argentina eSIM 20GB 30Days	Argentina eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUTLTE4	ARGENTINA-20GB-30D	37.99		2026-06-30 22:58:20 CEST		y	4			11				B0FR5DCH33						8721438400133				AMAZON_EU	Active
Argentina eSIM 3GB 15Days	Argentina eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUUMKMV	ARGENTINA-3GB-15D	12.99		2026-06-30 22:54:52 CEST		y	4			11				B0FR554SXN						8721438400126				AMAZON_EU	Active
Armenia eSIM 20GB 30Days	Armenia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUTN9EV	ARMENIA-20GB-30D	31.99		2026-06-30 23:04:57 CEST		y	4			11				B0FR4ZT5XT						8721438400188				AMAZON_EU	Active
Armenia eSIM 3GB 15Days	Armenia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUZ1ZDI	ARMENIA-3GB-15D	9.99		2026-06-30 23:01:40 CEST		y	4			11				B0FR5BK9R4						8721438400164				AMAZON_EU	Active
Australia eSIM 20GB 30Days	Australia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUWCST0	AUSTRALIA-20GB-30D	15.99		2026-06-30 23:24:05 CEST		y	4			11				B0FR9G1ZQJ						8721438400416				AMAZON_EU	Active
Australia eSIM 3GB 15Days	Australia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUZ38PA	AUSTRALIA-3GB-15D	8.99		2026-06-30 23:16:34 CEST		y	4			11				B0FR9SKY4D						8721438400386				AMAZON_EU	Active
Australia eSIM 5GB 30Days	Australia eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUYQ6IT	AUSTRALIA-5GB-30D	9.99		2026-06-30 23:20:25 CEST		y	4			11				B0FR9JRB62						8721438400393				AMAZON_EU	Active
Austria eSIM 20GB 30Days	Austria eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUYY4FA	AUSTRIA-20GB-30D	15.99		2026-06-30 23:33:52 CEST		y	4			11				B0FR8XBSBP						8721438400539				AMAZON_EU	Active
Austria eSIM 3GB 15Days	Austria eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUZVC05	AUSTRIA-3GB-15D	8.99		2026-06-30 23:27:37 CEST		y	4			11				B0FR9QSMSP						8721438400492				AMAZON_EU	Active
Austria eSIM 5GB 30Days	Austria eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUVNE8B	AUSTRIA-5GB-30D	9.99		2026-06-30 23:30:45 CEST		y	4			11				B0FR8XCH78						8721438400515				AMAZON_EU	Active
Australia eSIM 20GB 30Days		0327H0J0WWQ	AU_20_30	15.32		2026-03-27 09:37:22 CET		y	1			11				B0FR9G1ZQJ						B0FR9G1ZQJ				AMAZON_EU	Active
Australia eSIM 3GB 15Days		0327H0K2JF1	AU_3_15	6.62		2026-03-27 09:47:36 CET		y	1			11				B0FR9SKY4D						B0FR9SKY4D				AMAZON_EU	Active
Australia eSIM 5GB 30Days		0325HSEA9F3	AU_5_30	8.35		2026-03-25 10:20:03 CET		y	1			11				B0FR9JRB62						B0FR9JRB62				AMAZON_EU	Active
Azerbaijan eSIM 3GB 15Days	Azerbaijan eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1PR2Q	AZERBAIJAN-3GB-15D	12.99		2026-06-30 23:37:34 CEST		y	4			11				B0FR9BTC98						8721438400560				AMAZON_EU	Active
Bahamas eSIM 20GB 30Days	Bahamas eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTPQUIY	BAHAMAS-20GB-30D	121.99		2026-06-30 14:49:12 CEST		y	4			11				B0H6MCPR9P						8721438408597				AMAZON_EU	Active
Bahamas eSIM 3GB 15Days	Bahamas eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTGL1H8	BAHAMAS-3GB-15D	32.99		2026-06-30 14:42:37 CEST		y	4			11				B0H6MB828R						8721438408573				AMAZON_EU	Active
Bahamas eSIM 5GB 30Days	Bahamas eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTMPX6Z	BAHAMAS-5GB-30D	43.99		2026-06-30 14:45:54 CEST		y	4			11				B0H6MFGH8P						8721438408580				AMAZON_EU	Active
