item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	status
Bahrain eSIM 3GB 15Days	Bahrain eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1OD8S	BAHRAIN-3GB-15D	10.99		2026-06-30 23:41:26 CEST		y	4			11				B0FR9K64KF						8721438400591				AMAZON_EU	Active
Bangladesh eSIM 20GB 30Days	Bangladesh eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV02VCQ	BANGLADESH-20GB-30D	23.99		2026-06-30 23:51:43 CEST		y	4			11				B0FR8FJ3HJ						8721438400683				AMAZON_EU	Active
Bangladesh eSIM 3GB 15Days	Bangladesh eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUWINQH	BANGLADESH-3GB-15D	9.99		2026-06-30 23:45:19 CEST		y	4			11				B0FR9L7SG3						8721438400669				AMAZON_EU	Active
Bangladesh eSIM 5GB 30Days	Bangladesh eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV1PIR5	BANGLADESH-5GB-30D	10.99		2026-06-30 23:48:57 CEST		y	4			11				B0FR9BQFCM						8721438400676				AMAZON_EU	Active
Barbados eSIM 20GB 30Days	Barbados eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTPUI8B	BARBADOS-20GB-30D	85.99		2026-06-30 14:59:38 CEST		y	4			11				B0H6MJ921X						8721438408627				AMAZON_EU	Active
Barbados eSIM 3GB 15Days	Barbados eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTJQ4ME	BARBADOS-3GB-15D	23.99		2026-06-30 14:53:04 CEST		y	4			11				B0H6MCD72X						8721438408603				AMAZON_EU	Active
Belarus eSIM 3GB 15Days	Belarus eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUZ35H9	BELARUS-3GB-15D	9.99		2026-06-30 23:54:33 CEST		y	4			11				B0FR9G3Z82						8721438400706				AMAZON_EU	Active
Belarus eSIM 5GB 30Days	Belarus eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV2LNXW	BELARUS-5GB-30D	11.99		2026-06-30 23:57:40 CEST		y	4			11				B0FR8FFT4D						8721438400713				AMAZON_EU	Active
Belgium eSIM 20GB 30Days	Belgium eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV094Q0	BELGIUM-20GB-30D	15.99		2026-07-01 00:09:05 CEST		y	4			11				B0FR9BVRCH						8721438400775				AMAZON_EU	Active
Belgium eSIM 3GB 15Days	Belgium eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV375XT	BELGIUM-3GB-15D	8.99		2026-07-01 00:01:33 CEST		y	4			11				B0FR9G432K						8721438400737				AMAZON_EU	Active
Belgium eSIM 5GB 30Days	Belgium eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV65SXK	BELGIUM-5GB-30D	9.99		2026-07-01 00:05:24 CEST		y	4			11				B0FR9SXCW6						8721438400751				AMAZON_EU	Active
Belize eSIM 20GB 30Days	Belize eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTSVRSE	BELIZE-20GB-30D	145.99		2026-06-30 15:09:56 CEST		y	4			11				B0H6MBSQM8						8721438408658				AMAZON_EU	Active
Belize eSIM 3GB 15Days	Belize eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTRKK24	BELIZE-3GB-15D	32.99		2026-06-30 15:03:21 CEST		y	4			11				B0H6MFPNTX						8721438408634				AMAZON_EU	Active
Belize eSIM 5GB 30Days	Belize eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTUOS26	BELIZE-5GB-30D	53.99		2026-06-30 15:06:39 CEST		y	4			11				B0H6MF1H4V						8721438408641				AMAZON_EU	Active
Benin eSIM 20GB 30Days	Benin eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTVXPHN	BENIN-20GB-30D	77.99		2026-06-30 15:19:32 CEST		y	4			11				B0H6M7VGSZ						8721438408689				AMAZON_EU	Active
Benin eSIM 3GB 15Days	Benin eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTRCD5Z	BENIN-3GB-15D	18.99		2026-06-30 15:13:28 CEST		y	4			11				B0H6M9YHDR						8721438408665				AMAZON_EU	Active
Benin eSIM 5GB 30Days	Benin eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTVENND	BENIN-5GB-30D	31.99		2026-06-30 15:16:56 CEST		y	4			11				B0H6MHRNBH						8721438408672				AMAZON_EU	Active
Bermuda eSIM 20GB 30Days	Bermuda eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTTN91F	BERMUDA-20GB-30D	101.99		2026-06-30 15:30:23 CEST		y	4			11				B0H6MCGQ77						8721438408719				AMAZON_EU	Active
Bermuda eSIM 3GB 15Days	Bermuda eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTX6J6T	BERMUDA-3GB-15D	25.99		2026-06-30 15:23:28 CEST		y	4			11				B0H6MDMTGH						8721438408696				AMAZON_EU	Active
Bermuda eSIM 5GB 30Days	Bermuda eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTUWVCG	BERMUDA-5GB-30D	33.99		2026-06-30 15:26:56 CEST		y	4			11				B0H6MFM5X4						8721438408702				AMAZON_EU	Active
Belgium eSIM 20GB 30Days		0327H1QHK7I	BE_20_30	19.25		2026-03-27 15:30:56 CET		y	1			11				B0FR9BVRCH						B0FR9BVRCH				AMAZON_EU	Active
Belgium eSIM 3GB 15Days		0327H0PBKQS	BE_3_15	7.2		2026-03-27 10:15:25 CET		y	1			11				B0FR9G432K						B0FR9G432K				AMAZON_EU	Active
Belgium eSIM 5GB 30Days		0327H18BVW9	BE_5_30	8.35		2026-03-27 14:07:31 CET		y	1			11				B0FR9SXCW6						B0FR9SXCW6				AMAZON_EU	Active
Bhutan eSIM 20GB 30Days	Bhutan eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTXUIBM	BHUTAN-20GB-30D	58.99		2026-06-30 15:41:22 CEST		y	4			11				B0H6M5WDSH						8721438408740				AMAZON_EU	Active
Bhutan eSIM 3GB 15Days	Bhutan eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTXNVAO	BHUTAN-3GB-15D	17.99		2026-06-30 15:34:26 CEST		y	4			11				B0H6MJB588						8721438408726				AMAZON_EU	Active
Bhutan eSIM 5GB 30Days	Bhutan eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTYZKC1	BHUTAN-5GB-30D	19.99		2026-06-30 15:38:15 CEST		y	4			11				B0H6M9C23Q						8721438408733				AMAZON_EU	Active
Bolivia eSIM 20GB 30Days	Bolivia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV0BFWV	BOLIVIA-20GB-30D	89.99		2026-07-01 00:15:43 CEST		y	4			11				B0FR9RH588						8721438400829				AMAZON_EU	Active
Bolivia eSIM 3GB 15Days	Bolivia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUWV4KT	BOLIVIA-3GB-15D	24.99		2026-07-01 00:12:47 CEST		y	4			11				B0FR8FKPKH						8721438400812				AMAZON_EU	Active
Bosnia and Herzegovina eSIM 3GB 15Days	Bosnia and Herzegovina eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5271K	BOSNIA-AND-HERZEGOVINA-3GB-15D	11.99		2026-07-01 00:18:54 CEST		y	4			11				B0FR9G8ZVK						8721438400843				AMAZON_EU	Active
Botswana eSIM 3GB 15Days	Botswana eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5NX99	BOTSWANA-3GB-15D	23.99		2026-07-01 00:22:35 CEST		y	4			11				B0FR9G7N2Q						8721438400867				AMAZON_EU	Active
Brazil eSIM 20GB 30Days	Brazil eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV2QCUT	BRAZIL-20GB-30D	33.99		2026-07-01 00:29:02 CEST		y	4			11				B0FR9KLZCR						8721438400935				AMAZON_EU	Active
Brazil eSIM 3GB 15Days	Brazil eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUX0T73	BRAZIL-3GB-15D	10.99		2026-07-01 00:25:55 CEST		y	4			11				B0FR9G5LKV						8721438400898				AMAZON_EU	Active
Brunei Darussalam eSIM 20GB 30Days	Brunei Darussalam eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUWYZZ0	BRUNEI-DARUSSALAM-20GB-30D	66.99		2026-07-01 00:34:48 CEST		y	4			11				B0FR9F971C						8721438400997				AMAZON_EU	Active
Brunei Darussalam eSIM 3GB 15Days	Brunei Darussalam eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5K936	BRUNEI-DARUSSALAM-3GB-15D	13.99		2026-07-01 00:32:13 CEST		y	4			11				B0FR9KTJND						8721438400980				AMAZON_EU	Active
Bulgaria eSIM 3GB 15Days	Bulgaria eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTFF6HV	BULGARIA-3GB-15D	8.99		2026-06-30 13:12:04 CEST		y	4			11				B0H6MCT4Y5						8721438401031				AMAZON_EU	Active
Burkina Faso eSIM 3GB 15Days	Burkina Faso eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUX1G8J	BURKINA-FASO-3GB-15D	12.99		2026-07-01 00:38:09 CEST		y	4			11				B0FR9HWFSK						8721438401086				AMAZON_EU	Active
Burkina Faso eSIM 5GB 30Days	Burkina Faso eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV6OIET	BURKINA-FASO-5GB-30D	29.99		2026-07-01 00:41:15 CEST		y	4			11				B0FR9BWKSY						8721438401093				AMAZON_EU	Active
Cambodia eSIM 20GB 30Days	Cambodia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV6HJ80	CAMBODIA-20GB-30D	26.99		2026-07-01 01:24:45 CEST		y	4			11				B0FR9GFJPL						8721438401710				AMAZON_EU	Active
Cambodia eSIM 3GB 15Days	Cambodia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV8CUF1	CAMBODIA-3GB-15D	9.99		2026-07-01 01:21:18 CEST		y	4			11				B0FR8XKMJ4						8721438401697				AMAZON_EU	Active
Cameroon eSIM 3GB 15Days	Cameroon eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV34993	CAMEROON-3GB-15D	21.99		2026-07-01 00:44:45 CEST		y	4			11				B0FR9VJ1ZB						8721438401116				AMAZON_EU	Active
Canada eSIM 20GB 30Days Premium	Canada eSIM 20GB 30Days Premium - high speed internet - mobile data 5G compatible	0630HUVJSXL	CANADA-PREMIUM-20GB-30D	29.99		2026-06-30 22:33:55 CEST		y	4			11				B0H6MJ9N4Y						8721438410606				AMAZON_EU	Active
Canada eSIM 3GB 15Days Premium	Canada eSIM 3GB 15Days Premium - high speed internet - mobile data 5G compatible	0630HUTSEAA	CANADA-PREMIUM-3GB-15D	10.99		2026-06-30 22:27:41 CEST		y	4			11				B0H6MJ1HMJ						8721438410583				AMAZON_EU	Active
Canada eSIM 5GB 30Days Premium	Canada eSIM 5GB 30Days Premium - high speed internet - mobile data 5G compatible	0630HUV5TVP	CANADA-PREMIUM-5GB-30D	15.99		2026-06-30 22:30:58 CEST		y	4			11				B0H6MPXGBN						8721438410590				AMAZON_EU	Active
Cape Verde eSIM 20GB 30Days	Cape Verde eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTZ9EAV	CAPE-VERDE-20GB-30D	163.99		2026-06-30 15:52:20 CEST		y	4			11				B0H6M9VSPG						8721438408771				AMAZON_EU	Active
Cape Verde eSIM 3GB 15Days	Cape Verde eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTY9PGZ	CAPE-VERDE-3GB-15D	32.99		2026-06-30 15:45:14 CEST		y	4			11				B0H6M9R16H						8721438408757				AMAZON_EU	Active
Cape Verde eSIM 5GB 30Days	Cape Verde eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTY3IT4	CAPE-VERDE-5GB-30D	54.99		2026-06-30 15:48:42 CEST		y	4			11				B0H6MFG453						8721438408764				AMAZON_EU	Active
Cayman Islands eSIM 20GB 30Days	Cayman Islands eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTZ0SSQ	CAYMAN-ISLANDS-20GB-30D	95.99		2026-06-30 16:02:06 CEST		y	4			11				B0H6MGXYNS						8721438408801				AMAZON_EU	Active
Cayman Islands eSIM 3GB 15Days	Cayman Islands eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTWEW61	CAYMAN-ISLANDS-3GB-15D	26.99		2026-06-30 15:55:41 CEST		y	4			11				B0H6MLHBD7						8721438408788				AMAZON_EU	Active
Cayman Islands eSIM 5GB 30Days	Cayman Islands eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HU1Q0MU	CAYMAN-ISLANDS-5GB-30D	35.99		2026-06-30 15:59:10 CEST		y	4			11				B0H6M55MKK						8721438408795				AMAZON_EU	Active
Central African Republic eSIM 3GB 15Days	Central African Republic eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1OLXA	CENTRAL-AFRICAN-REPUBLIC-3GB-15D	21.99		2026-07-01 00:48:46 CEST		y	4			11				B0FR9RK8FP						8721438401352				AMAZON_EU	Active
Central African Republic eSIM 5GB 30Days	Central African Republic eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV0IQ7N	CENTRAL-AFRICAN-REPUBLIC-5GB-30D	33.99		2026-07-01 00:51:53 CEST		y	4			11				B0FR9R3NMC						8721438401369				AMAZON_EU	Active
Chad eSIM 3GB 15Days	Chad eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HVBPGPU	CHAD-3GB-15D	17.99		2026-07-01 00:55:02 CEST		y	4			11				B0FR9SG4MK						8721438401420				AMAZON_EU	Active
Chad eSIM 5GB 30Days	Chad eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV3JPO1	CHAD-5GB-30D	28.99		2026-07-01 00:58:08 CEST		y	4			11				B0FR9L414C						8721438401437				AMAZON_EU	Active
China eSIM 3GB 15Days	China eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HVB25C8	CHINA-3GB-15D	8.99		2026-07-01 01:06:05 CEST		y	4			11				B0FR9QZ578						8721438401574				AMAZON_EU	Active
China eSIM 5GB 30Days	China eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HVB4A86	CHINA-5GB-30D	9.99		2026-07-01 01:09:55 CEST		y	4			11				B0FR9HX7XH						8721438401581				AMAZON_EU	Active
Switzerland eSIM 3GB 15Days		0325HSEWEKA	CH_3_15	6.05		2026-03-25 10:34:37 CET		y	1			11				B0FRB5LFVC						B0FRB5LFVC				AMAZON_EU	Active
China eSIM 3GB 15Days		0325HSFKA8H	CN_3_15	7.2		2026-03-25 10:54:55 CET		y	1			11				B0FR9QZ578						B0FR9QZ578				AMAZON_EU	Active
China eSIM 5GB 30Days		0327H0YIBCW	CN_5_30	9.52		2026-03-27 12:11:27 CET		y	1			11				B0FR9HX7XH						B0FR9HX7XH				AMAZON_EU	Active
Colombia eSIM 3GB 15Days	Colombia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV9IA3B	COLOMBIA-3GB-15D	14.99		2026-07-01 01:17:26 CEST		y	4			11				B0FR9RL8W5						8721438401673				AMAZON_EU	Active
Costa Rica eSIM 3GB 15Days	Costa Rica eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV8KYPK	COSTA-RICA-3GB-15D	15.99		2026-07-01 01:28:05 CEST		y	4			11				B0FR9LNRMN						8721438401765				AMAZON_EU	Active
Cote d'Ivoire eSIM 3GB 15Days	Cote d'Ivoire eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV9OI8J	COTE-D-IVOIRE-3GB-15D	24.99		2026-07-01 01:31:36 CEST		y	4			11				B0FR9HW9DJ						8721438401789				AMAZON_EU	Active
Cote d'Ivoire eSIM 5GB 30Days	Cote d'Ivoire eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV9W2X1	COTE-D-IVOIRE-5GB-30D	31.99		2026-07-01 01:35:24 CEST		y	4			11				B0FR9V5LYJ						8721438401796				AMAZON_EU	Active
Croatia eSIM 20GB 30Days	Croatia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV3VWE3	CROATIA-20GB-30D	17.99		2026-07-01 01:45:08 CEST		y	4			11				B0FR9TYCSL						8721438401857				AMAZON_EU	Active
Croatia eSIM 3GB 15Days	Croatia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV6R2H5	CROATIA-3GB-15D	8.99		2026-07-01 01:39:16 CEST		y	4			11				B0FR9GDKT1						8721438401819				AMAZON_EU	Active
Croatia eSIM 5GB 30Days	Croatia eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV3V19M	CROATIA-5GB-30D	9.99		2026-07-01 01:42:13 CEST		y	4			11				B0FR9BVV58						8721438401833				AMAZON_EU	Active
Curacao eSIM 20GB 30Days	Curacao eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTYDSB6	CURACAO-20GB-30D	79.99		2026-06-30 16:12:44 CEST		y	4			11				B0H6MF51WH						8721438408832				AMAZON_EU	Active
Curacao eSIM 3GB 15Days	Curacao eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTZVCK5	CURACAO-3GB-15D	22.99		2026-06-30 16:06:09 CEST		y	4			11				B0H6M81JPM						8721438408818				AMAZON_EU	Active
Curacao eSIM 5GB 30Days	Curacao eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HU2FJYD	CURACAO-5GB-30D	29.99		2026-06-30 16:09:27 CEST		y	4			11				B0H6MGZLBC						8721438408825				AMAZON_EU	Active
Cyprus eSIM 3GB 15Days	Cyprus eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV9E5N8	CYPRUS-3GB-15D	8.99		2026-07-01 01:48:08 CEST		y	4			11				B0FR8XJWWG						8721438401888				AMAZON_EU	Active
Cyprus eSIM 5GB 30Days	Cyprus eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV8VNJR	CYPRUS-5GB-30D	9.99		2026-07-01 01:51:35 CEST		y	4			11				B0FR8XHWZV						8721438401901				AMAZON_EU	Active
Czech Republic eSIM 20GB 30Days	Czech Republic eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0701HV70AQD	CZECH-REPUBLIC-20GB-30D	17.99		2026-07-01 02:01:19 CEST		y	4			11				B0FR9SVN9H						8721438401987				AMAZON_EU	Active
Czech Republic eSIM 3GB 15Days	Czech Republic eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HVBF9RY	CZECH-REPUBLIC-3GB-15D	8.99		2026-07-01 01:55:06 CEST		y	4			11				B0FR9SB2Q3						8721438401949				AMAZON_EU	Active
Czech Republic eSIM 5GB 30Days	Czech Republic eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV90M2I	CZECH-REPUBLIC-5GB-30D	9.99		2026-07-01 01:58:23 CEST		y	4			11				B0FR9BY2LF						8721438401963				AMAZON_EU	Active
Democratic Republic of the Congo eSIM 3GB 15Days	Democratic Republic of the Congo eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HU1YWHR	DEMOCRATIC-REPUBLIC-OF-THE-CONGO-3GB-15D	14.99		2026-06-30 16:16:16 CEST		y	4			11				B0H6LZL22Y						8721438408849				AMAZON_EU	Active
Democratic Republic of the Congo eSIM 5GB 30Days	Democratic Republic of the Congo eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HU1IAZB	DEMOCRATIC-REPUBLIC-OF-THE-CONGO-5GB-30D	22.99		2026-06-30 16:19:44 CEST		y	4			11				B0H6M6L8Z8						8721438408856				AMAZON_EU	Active
Denmark eSIM 20GB 30Days	Denmark eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0701HV5YUR0	DENMARK-20GB-30D	15.99		2026-07-01 02:11:04 CEST		y	4			11				B0FR9QPF45						8721438402052				AMAZON_EU	Active
Denmark eSIM 3GB 15Days	Denmark eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HUXUQ9J	DENMARK-3GB-15D	8.99		2026-07-01 02:04:51 CEST		y	4			11				B0FR9GSNP4						8721438402014				AMAZON_EU	Active
Denmark eSIM 5GB 30Days	Denmark eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0701HV4YX4I	DENMARK-5GB-30D	9.99		2026-07-01 02:08:08 CEST		y	4			11				B0FR8XQYR4						8721438402038				AMAZON_EU	Active
Germany eSIM 20GB 30Days		0327H0ENAWF	DE_20_30	32.66		2026-03-27 09:35:47 CET		y	1			11				B0GSZP9H94						B0GSZP9H94				AMAZON_EU	Active
Germany eSIM 3GB 15Days		0327H0U6ULA	DE_3_15	10.01		2026-03-27 11:07:14 CET		y	1			11				B0GSZBMLKV						B0GSZBMLKV				AMAZON_EU	Active
Germany eSIM 5GB 30Days		0327H0RWP37	DE_5_30	11.75		2026-03-27 10:59:55 CET		y	1			11				B0GSZDYWLZ						B0GSZDYWLZ				AMAZON_EU	Active
Dominica eSIM 20GB 30Days	Dominica eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUCLW4W	DOMINICA-20GB-30D	87.99		2026-06-30 16:33:22 CEST		y	4			11				B0H6MK8XTJ						8721438408894				AMAZON_EU	Active
Dominica eSIM 3GB 15Days	Dominica eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HU0KEVN	DOMINICA-3GB-15D	24.99		2026-06-30 16:26:58 CEST		y	4			11				B0H6M9H54M						8721438408870				AMAZON_EU	Active
Dominica eSIM 5GB 30Days	Dominica eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HU0KST4	DOMINICA-5GB-30D	32.99		2026-06-30 16:30:16 CEST		y	4			11				B0H6M5HR32						8721438408887				AMAZON_EU	Active
Dominican Republic eSIM 20GB 30Days	Dominican Republic eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0701HVA0XS5	DOMINICAN-REPUBLIC-20GB-30D	39.99		2026-07-01 02:20:16 CEST		y	4			11				B0FR9C6DJF						8721438402106				AMAZON_EU	Active
Dominican Republic eSIM 3GB 15Days	Dominican Republic eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HUY0K0D	DOMINICAN-REPUBLIC-3GB-15D	12.99		2026-07-01 02:14:34 CEST		y	4			11				B0FR9GSKZF						8721438402083				AMAZON_EU	Active
Dominican Republic eSIM 5GB 30Days	Dominican Republic eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0701HVC5Z70	DOMINICAN-REPUBLIC-5GB-30D	15.99		2026-07-01 02:17:20 CEST		y	4			11				B0FR9GQKCM						8721438402090				AMAZON_EU	Active
Democratic Republic of the Congo eSIM 20GB 30Days	Democratic Republic of the Congo eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HU0DSGX	DRC-20GB-30D	59.99		2026-06-30 16:23:26 CEST		y	4			11				B0H6MZWFM7						8721438408863				AMAZON_EU	Active
Ecuador eSIM 3GB 15Days	Ecuador eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HVA81OY	ECUADOR-3GB-15D	14.99		2026-07-01 02:23:26 CEST		y	4			11				B0FR9RM6MP						8721438402120				AMAZON_EU	Active
Egypt eSIM 20GB 30Days	Egypt eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0701HV16GC0	EGYPT-20GB-30D	29.99		2026-07-01 02:33:45 CEST		y	4			11				B0FR9GQBGL						8721438402182				AMAZON_EU	Active
Egypt eSIM 3GB 15Days	Egypt eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HV9A9F0	EGYPT-3GB-15D	10.99		2026-07-01 02:27:40 CEST		y	4			11				B0FR9C784N						8721438402144				AMAZON_EU	Active
Egypt eSIM 5GB 30Days	Egypt eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0701HV7A9VU	EGYPT-5GB-30D	15.99		2026-07-01 02:30:37 CEST		y	4			11				B0FR9LR5KJ						8721438402168				AMAZON_EU	Active
Egypt eSIM 20GB 30Days		0327H0OEUF9	EG_20_30	34.85		2026-03-27 10:01:19 CET		y	1			11				B0FR9GQBGL						B0FR9GQBGL				AMAZON_EU	Active
Egypt eSIM 3GB 15Days		0327H0O5CBO	EG_3_15	10.65		2026-03-27 10:58:54 CET		y	1			11				B0FR9C784N						B0FR9C784N				AMAZON_EU	Active
El Salvador eSIM 3GB 15Days	El Salvador eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HVAEBCG	EL-SALVADOR-3GB-15D	17.99		2026-07-01 02:37:06 CEST		y	4			11				B0FR9LJ7X4						8721438402236				AMAZON_EU	Active
Estonia eSIM 20GB 30Days	Estonia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0701HUYBUD3	ESTONIA-20GB-30D	15.99		2026-07-01 02:46:40 CEST		y	4			11				B0FR9L527N						8721438402298				AMAZON_EU	Active
Estonia eSIM 3GB 15Days	Estonia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0701HV17OKH	ESTONIA-3GB-15D	8.99		2026-07-01 02:40:58 CEST		y	4			11				B0FR9GST1S						8721438402250				AMAZON_EU	Active
Estonia eSIM 5GB 30Days	Estonia eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0701HUYBM2I	ESTONIA-5GB-30D	9.99		2026-07-01 02:43:45 CEST		y	4			11				B0FR9GQYKB						8721438402274				AMAZON_EU	Active
Spain eSIM 3GB 15Days		0327H0ID6CZ	ES_3_15	7.2		2026-03-27 10:53:58 CET		y	1			11				B0FRCDHTZ7						B0FRCDHTZ7				AMAZON_EU	Active
Spain eSIM 5GB 30Days		0325HSUDEJP	ES_5_30	9.51		2026-03-25 12:46:49 CET		y	1			11				B0FRBQCLZN						B0FRBQCLZN				AMAZON_EU	Active
Europe(40+ areas) eSIM 5GB 30Days	Europe(40+ areas) eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0701HVCHWN8	EUROPE-40-AREAS-5GB-30D	9.99		2026-07-01 02:49:31 CEST		y	4			11				B0FR9RYSSS						8721438402472				AMAZON_EU	Active
Faroe Islands eSIM 20GB 30Days	Faroe Islands eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HU0U95O	FAROE-ISLANDS-20GB-30D	29.99		2026-06-30 16:42:59 CEST		y	4			11				B0H6MB82ZV						8721438408924				AMAZON_EU	Active
Faroe Islands eSIM 3GB 15Days	Faroe Islands eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HU1TX76	FAROE-ISLANDS-3GB-15D	9.99		2026-06-30 16:36:44 CEST		y	4			11				B0H6ML935Q						8721438408900				AMAZON_EU	Active
Faroe Islands eSIM 5GB 30Days	Faroe Islands eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HU6RZDC	FAROE-ISLANDS-5GB-30D	11.99		2026-06-30 16:40:12 CEST		y	4			11				B0H6MF2TVH						8721438408917				AMAZON_EU	Active
Fiji eSIM 20GB 30Days	Fiji eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HU2YMC6	FIJI-20GB-30D	40.99		2026-06-30 16:52:14 CEST		y	4			11				B0H6MGBL3N						8721438408955				AMAZON_EU	Active
Fiji eSIM 3GB 15Days	Fiji eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HU9WWA9	FIJI-3GB-15D	12.99		2026-06-30 16:46:21 CEST		y	4			11				B0H6MFLWYD						8721438408931				AMAZON_EU	Active
