item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status	Minimum order quantity	Sell remainder
Anguila eSIM 3GB 15Days	Anguilla eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTPA43D	ANGUILLA-3GB-15D	24.99		30/06/2026 14:02:45 MEST		y	4			11				B0H6M7X7QY						8721438408511				AMAZON_EU	Migrated Template	Active		
Anguila eSIM 5GB 30Days	Anguilla eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTU0YN2	ANGUILLA-5GB-30D	32.99		30/06/2026 14:06:38 MEST		y	4			11				B0H6MFJ63H						8721438408528				AMAZON_EU	Migrated Template	Active		
Antigua y Barbuda eSIM 20GB 30Days	Antigua and Barbuda eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTGK625	ANTIGUA-AND-BARBUDA-20GB-30D	99.99		30/06/2026 14:38:41 MEST		y	4			11				B0H6M2MQJB						8721438408566				AMAZON_EU	Migrated Template	Active		
Antigua y Barbuda eSIM 3GB 15Days	Antigua and Barbuda eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTR1YJH	ANTIGUA-AND-BARBUDA-3GB-15D	26.99		30/06/2026 14:13:41 MEST		y	4			11				B0H6MBBFLQ						8721438408542				AMAZON_EU	Migrated Template	Active		
Antigua y Barbuda eSIM 5GB 30Days	Antigua and Barbuda eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTPR3UK	ANTIGUA-AND-BARBUDA-5GB-30D	35.99		30/06/2026 14:35:34 MEST		y	4			11				B0H6MCR5F9						8721438408559				AMAZON_EU	Migrated Template	Active		
Argentina eSIM 20GB 30Days	Argentina eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUW0PN1	ARGENTINA-20GB-30D	37.99		30/06/2026 22:57:56 MEST		y	4			11				B0FR5DCH33						8721438400133				AMAZON_EU	Migrated Template	Active		
Argentina eSIM 3GB 15Days	Argentina eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUV1RJH	ARGENTINA-3GB-15D	12.99		30/06/2026 22:54:25 MEST		y	4			11				B0FR554SXN						8721438400126				AMAZON_EU	Migrated Template	Active		
Armenia eSIM 20GB 30Days	Armenia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUVADB5	ARMENIA-20GB-30D	31.99		30/06/2026 23:04:33 MEST		y	4			11				B0FR4ZT5XT						8721438400188				AMAZON_EU	Migrated Template	Active		
Armenia eSIM 3GB 15Days	Armenia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1S8GO	ARMENIA-3GB-15D	9.99		30/06/2026 23:01:13 MEST		y	4			11				B0FR5BK9R4						8721438400164				AMAZON_EU	Migrated Template	Active		
Australia eSIM 20GB 30Days	Australia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUZ7FZR	AUSTRALIA-20GB-30D	15.99		30/06/2026 23:23:40 MEST		y	4			11				B0FR9G1ZQJ						8721438400416				AMAZON_EU	Migrated Template	Active		
Australia eSIM 3GB 15Days	Australia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUZF6MF	AUSTRALIA-3GB-15D	8.99		30/06/2026 23:16:06 MEST		y	4			11				B0FR9SKY4D						8721438400386				AMAZON_EU	Migrated Template	Active		
Australia eSIM 5GB 30Days	Australia eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUYWJZ6	AUSTRALIA-5GB-30D	9.99		30/06/2026 23:20:01 MEST		y	4			11				B0FR9JRB62						8721438400393				AMAZON_EU	Migrated Template	Active		
Austria eSIM 20GB 30Days	Austria eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV1YS7R	AUSTRIA-20GB-30D	15.99		30/06/2026 23:33:28 MEST		y	4			11				B0FR8XBSBP						8721438400539				AMAZON_EU	Migrated Template	Active		
Austria eSIM 3GB 15Days	Austria eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5EHNE	AUSTRIA-3GB-15D	8.99		30/06/2026 23:27:10 MEST		y	4			11				B0FR9QSMSP						8721438400492				AMAZON_EU	Migrated Template	Active		
Austria eSIM 5GB 30Days	Austria eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUZGCOH	AUSTRIA-5GB-30D	9.99		30/06/2026 23:30:31 MEST		y	4			11				B0FR8XCH78						8721438400515				AMAZON_EU	Migrated Template	Active		
Australia eSIM 20GB 30Days		0325HSB57RB	AU_20_30	15.6		25/03/2026 10:05:41 MET		y	1			11				B0FR9G1ZQJ						B0FR9G1ZQJ				AMAZON_EU	Migrated Template	Active		
Australia eSIM 3GB 15Days		0325HSK6EHL	AU_3_15	6.9		25/03/2026 12:21:09 MET		y	1			11				B0FR9SKY4D						B0FR9SKY4D				AMAZON_EU	Migrated Template	Active		
Australia eSIM 5GB 30Days		0325HSDUTCS	AU_5_30	8.64		25/03/2026 10:07:25 MET		y	1			11				B0FR9JRB62						B0FR9JRB62				AMAZON_EU	Migrated Template	Active		
Azerbaiyán eSIM 3GB 15Days	Azerbaijan eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUWHV02	AZERBAIJAN-3GB-15D	12.99		30/06/2026 23:37:07 MEST		y	4			11				B0FR9BTC98						8721438400560				AMAZON_EU	Migrated Template	Active		
Bahamas eSIM 20GB 30Days	Bahamas eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTPBBLG	BAHAMAS-20GB-30D	121.99		30/06/2026 14:48:48 MEST		y	4			11				B0H6MCPR9P						8721438408597				AMAZON_EU	Migrated Template	Active		
Bahamas eSIM 3GB 15Days	Bahamas eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTVE8ER	BAHAMAS-3GB-15D	32.99		30/06/2026 14:42:20 MEST		y	4			11				B0H6MB828R						8721438408573				AMAZON_EU	Migrated Template	Active		
Bahamas eSIM 5GB 30Days	Bahamas eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTPNW39	BAHAMAS-5GB-30D	43.99		30/06/2026 14:45:31 MEST		y	4			11				B0H6MFGH8P						8721438408580				AMAZON_EU	Migrated Template	Active		
Bahrein eSIM 3GB 15Days	Bahrain eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1O4D7	BAHRAIN-3GB-15D	10.99		30/06/2026 23:40:59 MEST		y	4			11				B0FR9K64KF						8721438400591				AMAZON_EU	Migrated Template	Active		
Bangladesh eSIM 20GB 30Days	Bangladesh eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUZGPN6	BANGLADESH-20GB-30D	23.99		30/06/2026 23:51:30 MEST		y	4			11				B0FR8FJ3HJ						8721438400683				AMAZON_EU	Migrated Template	Active		
Bangladesh eSIM 3GB 15Days	Bangladesh eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV2L7VA	BANGLADESH-3GB-15D	9.99		30/06/2026 23:44:52 MEST		y	4			11				B0FR9L7SG3						8721438400669				AMAZON_EU	Migrated Template	Active		
Bangladesh eSIM 5GB 30Days	Bangladesh eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV5DSK0	BANGLADESH-5GB-30D	10.99		30/06/2026 23:48:34 MEST		y	4			11				B0FR9BQFCM						8721438400676				AMAZON_EU	Migrated Template	Active		
Barbados eSIM 20GB 30Days	Barbados eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTJM08B	BARBADOS-20GB-30D	85.99		30/06/2026 14:59:15 MEST		y	4			11				B0H6MJ921X						8721438408627				AMAZON_EU	Migrated Template	Active		
Barbados eSIM 3GB 15Days	Barbados eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTPWE2Q	BARBADOS-3GB-15D	23.99		30/06/2026 14:52:37 MEST		y	4			11				B0H6MCD72X						8721438408603				AMAZON_EU	Migrated Template	Active		
Barbados eSIM 5GB 30Days	Barbados eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTQIL8H	BARBADOS-5GB-30D	31.99		30/06/2026 14:56:19 MEST		y	4			11				B0H6MG6VYJ						8721438408610				AMAZON_EU	Migrated Template	Active		
Bielorrusia eSIM 3GB 15Days	Belarus eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1SDGF	BELARUS-3GB-15D	9.99		30/06/2026 23:54:16 MEST		y	4			11				B0FR9G3Z82						8721438400706				AMAZON_EU	Migrated Template	Active		
Bielorrusia eSIM 5GB 30Days	Belarus eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV2Z5RS	BELARUS-5GB-30D	11.99		30/06/2026 23:57:16 MEST		y	4			11				B0FR8FFT4D						8721438400713				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 20GB 30Days	Belgium eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HUZCWGK	BELGIUM-20GB-30D	15.99		01/07/2026 00:08:41 MEST		y	4			11				B0FR9BVRCH						8721438400775				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 3GB 15Days	Belgium eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1ZXOT	BELGIUM-3GB-15D	8.99		01/07/2026 00:01:06 MEST		y	4			11				B0FR9G432K						8721438400737				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 5GB 30Days	Belgium eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV4WWI5	BELGIUM-5GB-30D	9.99		01/07/2026 00:05:00 MEST		y	4			11				B0FR9SXCW6						8721438400751				AMAZON_EU	Migrated Template	Active		
Belice eSIM 20GB 30Days	Belize eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTVK5YZ	BELIZE-20GB-30D	145.99		30/06/2026 15:09:32 MEST		y	4			11				B0H6MBSQM8						8721438408658				AMAZON_EU	Migrated Template	Active		
Belice eSIM 3GB 15Days	Belize eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTPOZQQ	BELIZE-3GB-15D	32.99		30/06/2026 15:02:54 MEST		y	4			11				B0H6MFPNTX						8721438408634				AMAZON_EU	Migrated Template	Active		
Belice eSIM 5GB 30Days	Belize eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTMXV49	BELIZE-5GB-30D	53.99		30/06/2026 15:06:15 MEST		y	4			11				B0H6MF1H4V						8721438408641				AMAZON_EU	Migrated Template	Active		
Benin eSIM 20GB 30Days	Benin eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTQNL61	BENIN-20GB-30D	77.99		30/06/2026 15:19:08 MEST		y	4			11				B0H6M7VGSZ						8721438408689				AMAZON_EU	Migrated Template	Active		
Benin eSIM 3GB 15Days	Benin eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTSOLU0	BENIN-3GB-15D	18.99		30/06/2026 15:13:11 MEST		y	4			11				B0H6M9YHDR						8721438408665				AMAZON_EU	Migrated Template	Active		
Benin eSIM 5GB 30Days	Benin eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTQ74NU	BENIN-5GB-30D	31.99		30/06/2026 15:16:33 MEST		y	4			11				B0H6MHRNBH						8721438408672				AMAZON_EU	Migrated Template	Active		
Bermuda eSIM 20GB 30Days	Bermuda eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTYU1X2	BERMUDA-20GB-30D	101.99		30/06/2026 15:30:00 MEST		y	4			11				B0H6MCGQ77						8721438408719				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 20GB 30Days		0325HSESSMP	BE_20_30	19.83		25/03/2026 10:55:08 MET		y	1			11				B0FR9BVRCH						B0FR9BVRCH				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 3GB 15Days		0325HS1O8U1	BE_3_15	7.48		25/03/2026 09:21:01 MET		y	1			11				B0FR9G432K						B0FR9G432K				AMAZON_EU	Migrated Template	Active		
Bélgica eSIM 5GB 30Days		0325HRYANFJ	BE_5_30	8.64		25/03/2026 09:20:31 MET		y	1			11				B0FR9SXCW6						B0FR9SXCW6				AMAZON_EU	Migrated Template	Active		
Bután eSIM 20GB 30Days	Bhutan eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTW5OJB	BHUTAN-20GB-30D	58.99		30/06/2026 15:41:09 MEST		y	4			11				B0H6M5WDSH						8721438408740				AMAZON_EU	Migrated Template	Active		
Bután eSIM 3GB 15Days	Bhutan eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTY3UXT	BHUTAN-3GB-15D	17.99		30/06/2026 15:33:58 MEST		y	4			11				B0H6MJB588						8721438408726				AMAZON_EU	Migrated Template	Active		
Bután eSIM 5GB 30Days	Bhutan eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTWPSG3	BHUTAN-5GB-30D	19.99		30/06/2026 15:37:51 MEST		y	4			11				B0H6M9C23Q						8721438408733				AMAZON_EU	Migrated Template	Active		
Bolivia eSIM 20GB 30Days	Bolivia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV2ERDL	BOLIVIA-20GB-30D	89.99		01/07/2026 00:15:30 MEST		y	4			11				B0FR9RH588						8721438400829				AMAZON_EU	Migrated Template	Active		
Bolivia eSIM 3GB 15Days	Bolivia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV660UX	BOLIVIA-3GB-15D	24.99		01/07/2026 00:12:20 MEST		y	4			11				B0FR8FKPKH						8721438400812				AMAZON_EU	Migrated Template	Active		
Bosnia y Herzegovina eSIM 3GB 15Days	Bosnia and Herzegovina eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV6HOSF	BOSNIA-AND-HERZEGOVINA-3GB-15D	11.99		01/07/2026 00:18:27 MEST		y	4			11				B0FR9G8ZVK						8721438400843				AMAZON_EU	Migrated Template	Active		
Botswana eSIM 3GB 15Days	Botswana eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV1W80D	BOTSWANA-3GB-15D	23.99		01/07/2026 00:22:07 MEST		y	4			11				B0FR9G7N2Q						8721438400867				AMAZON_EU	Migrated Template	Active		
Brasil eSIM 20GB 30Days	Brazil eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV84GF1	BRAZIL-20GB-30D	33.99		01/07/2026 00:28:38 MEST		y	4			11				B0FR9KLZCR						8721438400935				AMAZON_EU	Migrated Template	Active		
Brasil eSIM 3GB 15Days	Brazil eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV0F8K5	BRAZIL-3GB-15D	10.99		01/07/2026 00:25:38 MEST		y	4			11				B0FR9G5LKV						8721438400898				AMAZON_EU	Migrated Template	Active		
Brunei Darussalam eSIM 20GB 30Days	Brunei Darussalam eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV0FOZN	BRUNEI-DARUSSALAM-20GB-30D	66.99		01/07/2026 00:34:35 MEST		y	4			11				B0FR9F971C						8721438400997				AMAZON_EU	Migrated Template	Active		
Brunei Darussalam eSIM 3GB 15Days	Brunei Darussalam eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV8F4RR	BRUNEI-DARUSSALAM-3GB-15D	13.99		01/07/2026 00:31:46 MEST		y	4			11				B0FR9KTJND						8721438400980				AMAZON_EU	Migrated Template	Active		
Bulgaria eSIM 3GB 15Days	Bulgaria eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTFJLCX	BULGARIA-3GB-15D	8.99		30/06/2026 13:11:36 MEST		y	4			11				B0H6MCT4Y5						8721438401031				AMAZON_EU	Migrated Template	Active		
Burkina Faso eSIM 3GB 15Days	Burkina Faso eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV5TJ5M	BURKINA-FASO-3GB-15D	12.99		01/07/2026 00:37:42 MEST		y	4			11				B0FR9HWFSK						8721438401086				AMAZON_EU	Migrated Template	Active		
Burkina Faso eSIM 5GB 30Days	Burkina Faso eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUX5XNL	BURKINA-FASO-5GB-30D	29.99		01/07/2026 00:40:51 MEST		y	4			11				B0FR9BWKSY						8721438401093				AMAZON_EU	Migrated Template	Active		
Camboya eSIM 20GB 30Days	Cambodia eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HV86SVZ	CAMBODIA-20GB-30D	26.99		01/07/2026 01:24:22 MEST		y	4			11				B0FR9GFJPL						8721438401710				AMAZON_EU	Migrated Template	Active		
Camboya eSIM 3GB 15Days	Cambodia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HUXH3XC	CAMBODIA-3GB-15D	9.99		01/07/2026 01:20:50 MEST		y	4			11				B0FR8XKMJ4						8721438401697				AMAZON_EU	Migrated Template	Active		
Camerún eSIM 3GB 15Days	Cameroon eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV7YFJZ	CAMEROON-3GB-15D	21.99		01/07/2026 00:44:18 MEST		y	4			11				B0FR9VJ1ZB						8721438401116				AMAZON_EU	Migrated Template	Active		
Canada eSIM 20GB 30Days Premium	Canada eSIM 20GB 30Days Premium - high speed internet - mobile data 5G compatible	0630HUTA3FM	CANADA-PREMIUM-20GB-30D	29.99		30/06/2026 22:33:31 MEST		y	4			11				B0H6MJ9N4Y						8721438410606				AMAZON_EU	Migrated Template	Active		
Canada eSIM 3GB 15Days Premium	Canada eSIM 3GB 15Days Premium - high speed internet - mobile data 5G compatible	0630HURJS6Q	CANADA-PREMIUM-3GB-15D	10.99		30/06/2026 22:27:14 MEST		y	4			11				B0H6MJ1HMJ						8721438410583				AMAZON_EU	Migrated Template	Active		
Canada eSIM 5GB 30Days Premium	Canada eSIM 5GB 30Days Premium - high speed internet - mobile data 5G compatible	0630HUTXG1R	CANADA-PREMIUM-5GB-30D	15.99		30/06/2026 22:30:34 MEST		y	4			11				B0H6MPXGBN						8721438410590				AMAZON_EU	Migrated Template	Active		
Cabo Verde eSIM 20GB 30Days	Cape Verde eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTW2W0R	CAPE-VERDE-20GB-30D	163.99		30/06/2026 15:51:57 MEST		y	4			11				B0H6M9VSPG						8721438408771				AMAZON_EU	Migrated Template	Active		
Cabo Verde eSIM 3GB 15Days	Cape Verde eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTTCIGX	CAPE-VERDE-3GB-15D	32.99		30/06/2026 15:44:47 MEST		y	4			11				B0H6M9R16H						8721438408757				AMAZON_EU	Migrated Template	Active		
Cabo Verde eSIM 5GB 30Days	Cape Verde eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTWX2C0	CAPE-VERDE-5GB-30D	54.99		30/06/2026 15:48:29 MEST		y	4			11				B0H6MFG453						8721438408764				AMAZON_EU	Migrated Template	Active		
Islas Caimán eSIM 20GB 30Days	Cayman Islands eSIM 20GB 30Days - high speed internet - mobile data 5G compatible	0630HTWYZS2	CAYMAN-ISLANDS-20GB-30D	95.99		30/06/2026 16:01:53 MEST		y	4			11				B0H6MGXYNS						8721438408801				AMAZON_EU	Migrated Template	Active		
Islas Caimán eSIM 3GB 15Days	Cayman Islands eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HTWDWPO	CAYMAN-ISLANDS-3GB-15D	26.99		30/06/2026 15:55:25 MEST		y	4			11				B0H6MLHBD7						8721438408788				AMAZON_EU	Migrated Template	Active		
Islas Caimán eSIM 5GB 30Days	Cayman Islands eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HTZ8GWP	CAYMAN-ISLANDS-5GB-30D	35.99		30/06/2026 15:58:56 MEST		y	4			11				B0H6M55MKK						8721438408795				AMAZON_EU	Migrated Template	Active		
República Centroafricana eSIM 3GB 15Days	Central African Republic eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV8DY5V	CENTRAL-AFRICAN-REPUBLIC-3GB-15D	21.99		01/07/2026 00:48:19 MEST		y	4			11				B0FR9RK8FP						8721438401352				AMAZON_EU	Migrated Template	Active		
República Centroafricana eSIM 5GB 30Days	Central African Republic eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HV631ZO	CENTRAL-AFRICAN-REPUBLIC-5GB-30D	33.99		01/07/2026 00:51:39 MEST		y	4			11				B0FR9R3NMC						8721438401369				AMAZON_EU	Migrated Template	Active		
Chad eSIM 3GB 15Days	Chad eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HVEH431	CHAD-3GB-15D	17.99		01/07/2026 00:54:46 MEST		y	4			11				B0FR9SG4MK						8721438401420				AMAZON_EU	Migrated Template	Active		
Chad eSIM 5GB 30Days	Chad eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUX6LDV	CHAD-5GB-30D	28.99		01/07/2026 00:57:44 MEST		y	4			11				B0FR9L414C						8721438401437				AMAZON_EU	Migrated Template	Active		
China eSIM 3GB 15Days	China eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV6MU0V	CHINA-3GB-15D	8.99		01/07/2026 01:05:37 MEST		y	4			11				B0FR9QZ578						8721438401574				AMAZON_EU	Migrated Template	Active		
China eSIM 5GB 30Days	China eSIM 5GB 30Days - high speed internet - mobile data 5G compatible	0630HUXAXRJ	CHINA-5GB-30D	9.99		01/07/2026 01:09:31 MEST		y	4			11				B0FR9HX7XH						8721438401581				AMAZON_EU	Migrated Template	Active		
Suiza eSIM 3GB 15Days		0325HSDEYBJ	CH_3_15	6.33		25/03/2026 10:10:36 MET		y	1			11				B0FRB5LFVC						B0FRB5LFVC				AMAZON_EU	Migrated Template	Active		
Suiza eSIM 5GB 30Days		0325HS834QI	CH_5_30	8.64		25/03/2026 10:06:42 MET		y	1			11				B0FRB7G4VW						B0FRB7G4VW				AMAZON_EU	Migrated Template	Active		
China eSIM 3GB 15Days		0325HRZDXTJ	CN_3_15	7.48		25/03/2026 09:28:04 MET		y	1			11				B0FR9QZ578						B0FR9QZ578				AMAZON_EU	Migrated Template	Active		
China eSIM 5GB 30Days		0325HRZZYVL	CN_5_30	9.8		25/03/2026 10:04:44 MET		y	1			11				B0FR9HX7XH						B0FR9HX7XH				AMAZON_EU	Migrated Template	Active		
Colombia eSIM 3GB 15Days	Colombia eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HV3Q9UG	COLOMBIA-3GB-15D	14.99		01/07/2026 01:16:59 MEST		y	4			11				B0FR9RL8W5						8721438401673				AMAZON_EU	Migrated Template	Active		
Costa Rica eSIM 3GB 15Days	Costa Rica eSIM 3GB 15Days - high speed internet - mobile data 5G compatible	0630HVB2VGA	COSTA-RICA-3GB-15D	15.99		01/07/2026 01:27:49 MEST		y	4			11				B0FR9LNRMN						8721438401765				AMAZON_EU	Migrated Template	Active		
